id_pedido;id_produto;quantidade;preco_unitario;desconto
3937;6;10;450.19;0.22
3938;4;4;537.42;0.04
3938;4;5;747.58;0.27
3938;4;4;282.69;0.22
3938;8;4;471.65;0.26
3939;6;2;689.2;0.05
3939;9;8;690.79;0.08
3939;4;2;282.6;0.07
3939;2;1;387.3;0.11
3939;2;2;751.84;0.01
3940;1;8;839.55;0.15
3941;10;6;815.59;0.26
3941;10;2;728.61;0.1
3941;6;1;43.71;0.29
3942;2;4;518.79;0.18
3942;4;5;925.47;0.11
3943;1;8;826.99;0.14
3943;2;8;810.91;0.24
3943;1;1;608.82;0.07
3944;3;4;927.58;0.24
3944;7;5;972.47;0.19
3944;1;6;979.71;0.1
3944;3;7;420.53;0.26
3945;1;10;885.99;0.16
3945;7;10;609.48;0.24
3945;7;5;510.11;0.08
3945;9;3;495.33;0.0
3945;7;7;419.7;0.16
3946;5;2;694.64;0.26
3946;8;6;296.37;0.21
3946;10;7;527.73;0.23
3947;10;4;789.69;0.24
3947;9;5;785.06;0.26
3948;8;9;965.71;0.2
3948;3;6;715.21;0.06
3949;3;7;160.61;0.12
3949;1;8;408.63;0.17
3949;6;1;311.76;0.07
3949;4;6;863.61;0.26
3949;10;10;309.86;0.05
3950;2;2;149.64;0.11
3951;7;3;432.46;0.23
3951;6;8;883.03;0.18
3951;5;10;663.08;0.18
3952;9;2;455.21;0.03
3952;5;8;770.62;0.01
3952;8;2;848.96;0.22
3953;5;5;757.58;0.18
3953;2;3;387.92;0.29
3954;10;4;837.08;0.28
3954;1;2;299.42;0.08
3954;10;10;978.09;0.1
3954;5;2;714.35;0.2
3955;3;4;785.86;0.15
3955;5;1;728.54;0.09
3955;5;7;749.41;0.17
3956;8;8;483.93;0.18
3956;5;8;155.34;0.2
3957;8;4;672.25;0.13
3957;5;5;262.32;0.2
3957;7;8;915.22;0.14
3957;8;4;293.95;0.03
3958;3;6;135.33;0.15
3959;8;3;387.57;0.04
3960;3;1;407.49;0.11
3960;6;9;984.16;0.29
3961;10;9;548.45;0.25
3961;1;5;231.9;0.03
3962;1;8;822.59;0.28
3963;1;10;725.04;0.14
3963;7;4;90.97;0.01
3964;2;9;593.81;0.16
3964;7;9;933.51;0.07
3964;6;9;986.07;0.02
3964;1;4;68.01;0.1
3964;3;4;509.52;0.09
3965;9;6;704.38;0.28
3965;8;6;50.99;0.14
3965;4;5;434.04;0.08
3966;5;10;852.15;0.1
3966;10;10;375.37;0.06
3966;10;4;464.72;0.07
3966;6;8;131.26;0.17
3966;10;6;440.12;0.03
3967;10;5;469.83;0.03
3967;4;10;727.53;0.03
3967;2;8;969.04;0.22
3967;2;10;669.43;0.16
3968;5;4;841.58;0.21
3968;10;4;475.82;0.24
3969;3;6;237.41;0.2
3969;4;5;358.71;0.3
3970;5;4;281.29;0.15
3970;9;6;568.53;0.27
3970;7;8;506.06;0.05
3970;7;1;167.93;0.22
3971;9;9;751.3;0.29
3971;3;8;779.77;0.13
3971;2;10;722.85;0.09
3972;2;9;850.4;0.08
3973;6;9;657.33;0.19
3973;8;4;427.62;0.23
3973;8;3;323.22;0.25
3973;8;2;891.66;0.13
3973;8;4;137.07;0.18
3974;8;4;256.88;0.02
3974;4;8;239.96;0.1
3974;7;5;291.83;0.04
3975;3;4;907.35;0.2
3976;8;9;959.9;0.05
3977;9;2;979.02;0.06
3977;1;7;530.17;0.13
3978;1;3;949.66;0.16
3978;3;4;741.45;0.16
3978;3;10;874.06;0.28
3978;9;6;487.32;0.21
3979;9;7;338.46;0.2
3979;2;8;858.19;0.07
3980;6;7;469.95;0.14
3980;8;6;925.25;0.27
3980;5;6;498.58;0.01
3980;5;10;238.79;0.21
3981;8;10;58.26;0.26
3981;6;2;74.41;0.29
3982;10;4;188.35;0.28
3982;3;4;111.16;0.07
3982;1;9;282.01;0.08
3982;8;3;708.63;0.16
3982;7;4;219.46;0.29
3983;4;5;159.61;0.07
3983;5;2;715.38;0.27
3984;7;3;44.09;0.04
3984;3;9;209.64;0.03
3984;2;6;236.25;0.15
3984;3;8;707.7;0.14
3984;1;1;729.46;0.24
3985;5;10;809.42;0.24
3985;9;10;687.69;0.05
3985;2;5;239.4;0.25
3986;4;4;232.4;0.2
3986;6;2;739.29;0.24
3986;3;10;498.39;0.05
3987;1;1;98.16;0.21
3987;10;7;932.52;0.28
3988;6;10;140.53;0.18
3988;8;9;943.63;0.1
3988;5;10;540.99;0.23
3989;2;3;745.98;0.0
3990;9;3;852.37;0.29
3990;5;4;575.39;0.12
3990;8;2;849.95;0.15
3990;9;6;885.97;0.08
3990;7;7;382.45;0.02
3991;4;6;219.1;0.1
3991;4;5;331.75;0.3
3991;9;4;830.11;0.09
3991;7;8;422.56;0.29
3992;4;4;710.64;0.27
3992;3;5;26.16;0.3
3992;3;6;52.52;0.07
3992;8;7;592.23;0.06
3992;6;6;449.9;0.0
3993;4;2;247.9;0.15
3993;6;1;258.55;0.14
3994;9;8;840.86;0.06
3994;10;1;41.86;0.13
3994;2;8;709.46;0.22
3995;3;5;935.0;0.18
3995;8;10;507.53;0.1
3995;10;9;29.65;0.02
3996;8;3;931.75;0.14
3997;7;10;575.97;0.11
3997;8;10;814.84;0.12
3997;10;10;36.02;0.27
3998;6;10;902.49;0.23
3998;1;3;534.59;0.27
3999;4;4;158.73;0.02
3999;2;1;288.64;0.12
4000;2;10;506.87;0.3
4000;10;8;651.46;0.08
4000;6;3;283.32;0.09
4000;1;8;815.74;0.1
4001;9;1;347.1;0.21
4001;1;4;935.94;0.23
4001;6;7;196.27;0.23
4001;9;8;623.37;0.3
4001;8;9;505.81;0.24
4002;4;4;544.75;0.1
4002;7;4;486.23;0.25
4002;8;1;58.93;0.15
4002;9;10;317.41;0.2
4002;7;6;268.99;0.2
4003;4;5;155.65;0.27
4003;10;6;867.03;0.16
4003;3;7;354.24;0.0
4003;7;10;222.7;0.07
4003;7;2;809.03;0.1
4004;8;1;378.39;0.24
4004;3;2;218.74;0.1
4004;3;3;565.23;0.16
4004;10;9;519.59;0.07
4005;4;1;566.45;0.17
4005;1;2;692.54;0.05
4005;3;4;740.01;0.25
4005;7;6;784.35;0.22
4006;5;9;563.38;0.03
4006;1;8;260.81;0.23
4006;7;6;357.58;0.09
4006;5;5;578.89;0.28
4007;5;2;404.5;0.01
4008;5;1;466.96;0.09
4008;9;7;957.95;0.24
4008;10;8;424.26;0.05
4008;7;7;426.11;0.01
4009;9;5;617.2;0.29
4009;1;8;369.04;0.01
4009;2;8;358.01;0.29
4010;6;3;987.36;0.08
4011;8;2;228.11;0.15
4011;10;8;351.94;0.26
4011;8;7;754.24;0.15
4012;8;1;821.37;0.1
4012;2;9;553.84;0.0
4012;6;8;603.46;0.06
4012;7;3;86.64;0.21
4012;5;7;240.89;0.15
4013;8;8;571.38;0.2
4013;1;7;511.92;0.03
4014;5;3;447.35;0.14
4014;8;9;848.17;0.02
4014;5;9;304.64;0.18
4014;9;8;873.09;0.05
4014;6;3;646.27;0.14
4015;7;4;147.9;0.04
4015;2;4;565.11;0.12
4015;3;7;296.38;0.15
4015;4;7;29.52;0.12
4016;5;10;764.93;0.22
4016;10;7;854.39;0.03
4017;5;1;382.19;0.23
4017;3;9;778.38;0.02
4017;10;1;728.92;0.03
4017;5;6;241.54;0.19
4017;5;2;637.14;0.05
4018;9;3;442.35;0.09
4019;7;2;670.12;0.2
4019;1;5;555.49;0.09
4019;7;7;894.54;0.2
4019;10;9;730.19;0.03
4020;6;2;814.58;0.13
4020;4;1;348.52;0.27
4020;7;8;169.88;0.23
4020;4;6;48.45;0.15
4020;6;2;845.21;0.06
4021;7;9;503.81;0.25
4021;2;4;682.25;0.19
4022;6;1;194.73;0.04
4022;4;2;399.63;0.23
4022;8;9;791.87;0.25
4023;6;6;953.84;0.26
4023;4;10;501.99;0.05
4023;6;6;383.71;0.24
4023;2;6;880.27;0.02
4023;10;10;648.85;0.23
4024;6;3;356.42;0.08
4025;5;1;725.83;0.2
4025;2;9;569.8;0.22
4026;4;6;931.92;0.04
4026;3;3;492.69;0.27
4026;5;9;420.04;0.18
4026;5;8;790.02;0.26
4026;7;7;518.59;0.18
4027;5;9;109.18;0.12
4027;9;6;805.78;0.23
4027;8;1;395.64;0.01
4028;5;4;610.14;0.26
4028;3;8;803.9;0.15
4028;8;3;363.32;0.14
4028;2;3;814.57;0.22
4029;5;2;987.92;0.05
4029;8;8;714.9;0.12
4029;2;1;322.28;0.0
4029;2;8;316.91;0.2
4030;1;1;256.52;0.3
4030;4;8;626.98;0.24
4030;7;1;670.23;0.17
4030;5;5;594.76;0.08
4031;2;8;683.67;0.22
4031;9;10;180.61;0.2
4032;2;8;581.5;0.22
4032;5;9;836.4;0.02
4032;1;1;399.08;0.08
4033;9;6;97.4;0.29
4033;3;4;503.58;0.1
4033;10;10;355.4;0.16
4034;5;1;274.5;0.03
4034;9;4;772.78;0.29
4034;6;5;146.97;0.29
4034;2;6;737.72;0.04
4034;7;10;153.36;0.29
4035;1;7;276.5;0.19
4035;8;7;657.0;0.14
4035;5;5;710.69;0.13
4035;10;9;926.8;0.25
4036;7;3;622.83;0.19
4036;3;4;303.63;0.28
4037;8;4;74.25;0.04
4037;6;7;800.77;0.24
4037;1;9;787.28;0.18
4037;4;8;782.84;0.13
4038;2;10;181.22;0.15
4038;8;1;460.91;0.09
4038;8;9;469.27;0.29
4038;7;6;250.28;0.14
4039;2;5;927.45;0.18
4039;3;9;699.11;0.03
4039;5;7;372.98;0.25
4039;1;10;389.39;0.15
4039;6;9;991.13;0.24
4040;2;9;621.88;0.21
4040;5;5;350.24;0.06
4040;5;8;177.01;0.17
4040;9;3;349.11;0.27
4040;7;9;66.71;0.13
4041;3;4;191.33;0.28
4041;6;8;571.03;0.24
4041;3;3;46.0;0.09
4041;5;8;348.63;0.22
4041;7;5;642.83;0.15
4042;5;9;44.97;0.26
4043;8;9;171.29;0.18
4044;10;8;482.54;0.09
4044;6;7;253.91;0.15
4045;4;4;195.12;0.08
4045;2;9;256.36;0.14
4046;10;3;437.57;0.26
4046;3;4;282.78;0.05
4046;8;1;461.41;0.21
4046;7;1;686.91;0.19
4046;9;7;341.4;0.28
4047;1;10;189.97;0.2
4047;2;6;753.24;0.29
4047;2;9;469.02;0.1
4048;9;9;786.17;0.14
4048;3;9;48.97;0.0
4049;6;1;920.93;0.12
4050;10;1;341.69;0.03
4051;10;8;990.36;0.1
4051;10;6;663.89;0.22
4051;2;5;564.9;0.21
4051;10;2;156.44;0.23
4052;9;10;101.31;0.26
4052;7;10;353.75;0.17
4052;5;1;794.82;0.1
4052;8;1;754.44;0.18
4052;5;10;166.86;0.2
4053;2;4;552.76;0.15
4053;3;1;369.65;0.09
4053;5;5;255.79;0.02
4054;10;1;358.63;0.28
4054;7;5;173.4;0.08
4054;4;8;611.05;0.28
4054;8;8;474.76;0.28
4054;1;7;19.38;0.18
4055;3;10;92.43;0.23
4056;8;7;449.58;0.11
4056;4;2;465.32;0.2
4056;9;5;88.5;0.05
4057;9;1;329.02;0.16
4057;5;1;478.41;0.13
4058;8;1;985.8;0.29
4058;1;6;196.55;0.14
4058;2;9;84.88;0.18
4058;2;10;828.76;0.01
4059;2;8;425.78;0.17
4060;7;4;260.1;0.07
4060;1;4;65.65;0.29
4060;8;5;920.16;0.24
4060;1;6;897.97;0.17
4061;1;1;456.56;0.13
4061;7;8;386.29;0.03
4061;8;5;842.12;0.17
4061;6;6;636.79;0.22
4061;2;9;874.06;0.22
4062;7;10;707.54;0.21
4062;6;5;840.32;0.25
4062;6;4;44.99;0.01
4063;4;10;598.86;0.13
4063;1;9;448.27;0.19
4063;7;1;178.11;0.2
4063;6;4;999.4;0.22
4063;9;10;585.8;0.27
4064;4;3;800.2;0.05
4064;6;2;693.65;0.15
4064;1;6;477.95;0.25
4064;10;6;676.71;0.23
4065;6;8;307.21;0.09
4066;6;10;175.58;0.09
4066;9;9;98.34;0.15
4066;10;10;86.63;0.05
4066;5;1;600.78;0.06
4067;9;6;606.0;0.0
4068;1;1;315.03;0.09
4068;7;9;889.04;0.22
4068;7;10;701.24;0.11
4068;9;6;409.23;0.2
4069;1;4;768.09;0.15
4069;9;4;463.08;0.09
4069;1;8;412.66;0.06
4069;6;8;786.33;0.3
4069;7;5;24.96;0.15
4070;5;6;326.32;0.12
4070;9;7;265.48;0.1
4070;9;10;295.75;0.24
4070;10;6;876.83;0.07
4071;6;4;919.29;0.29
4071;10;3;212.87;0.1
4072;10;10;960.97;0.22
4072;2;6;308.91;0.14
4072;4;3;78.19;0.16
4072;8;8;150.5;0.27
4072;5;8;46.36;0.3
4073;6;9;425.2;0.25
4073;3;9;474.51;0.07
4073;7;5;895.66;0.11
4073;3;7;381.35;0.16
4074;4;6;118.53;0.11
4074;8;6;361.75;0.23
4074;5;8;461.42;0.27
4074;7;5;841.78;0.22
4075;3;1;333.16;0.29
4075;5;3;895.54;0.15
4075;10;1;484.65;0.08
4076;4;3;52.12;0.01
4076;2;8;177.41;0.15
4076;2;10;366.8;0.07
4076;8;6;459.16;0.26
4076;7;5;847.11;0.08
4077;1;3;979.92;0.2
4077;8;4;544.61;0.21
4077;5;5;379.0;0.16
4078;9;2;885.44;0.14
4078;1;5;864.68;0.18
4078;10;6;88.03;0.15
4078;5;1;328.61;0.25
4078;2;8;736.73;0.09
4079;2;10;217.77;0.24
4080;1;9;237.34;0.05
4080;5;1;289.22;0.04
4080;8;5;258.04;0.05
4080;8;1;365.51;0.22
4080;10;2;868.6;0.12
4081;4;4;157.05;0.21
4081;10;2;236.84;0.18
4081;7;1;878.48;0.02
4081;9;4;93.08;0.11
4081;5;7;293.92;0.04
4082;2;8;980.62;0.07
4082;3;5;340.14;0.24
4082;4;10;242.02;0.16
4082;10;8;28.31;0.06
4083;7;5;135.56;0.05
4083;10;2;989.61;0.26
4084;4;8;806.76;0.29
4084;3;8;787.91;0.04
4084;3;6;74.9;0.11
4084;2;3;328.23;0.08
4084;2;8;698.12;0.08
4085;9;7;673.85;0.15
4085;8;8;516.38;0.03
4085;5;3;80.44;0.0
4086;10;3;952.58;0.14
4086;5;3;994.3;0.13
4087;2;10;926.52;0.04
4087;6;5;929.35;0.06
4087;6;8;948.25;0.18
4087;10;7;647.91;0.1
4087;8;7;41.1;0.29
4088;10;3;454.73;0.24
4088;8;4;418.68;0.13
4089;3;5;690.84;0.08
4090;4;10;56.56;0.0
4090;8;1;664.8;0.11
4091;7;3;532.16;0.04
4092;5;10;161.86;0.11
4092;6;3;443.68;0.09
4093;9;7;384.51;0.17
4093;7;6;251.19;0.28
4094;2;2;668.19;0.23
4094;3;6;714.57;0.03
4094;6;8;758.1;0.12
4095;2;6;386.4;0.03
4095;9;6;913.9;0.2
4095;6;5;990.8;0.16
4096;3;9;694.49;0.13
4096;5;1;413.47;0.17
4096;2;2;558.5;0.06
4096;2;2;717.8;0.19
4097;7;6;321.64;0.28
4097;10;7;111.49;0.27
4098;8;5;912.23;0.11
4099;5;5;417.97;0.25
4099;2;5;844.06;0.08
4100;3;5;28.93;0.07
4100;10;2;181.59;0.15
4100;1;6;580.88;0.02
4100;4;7;829.2;0.09
4100;5;6;907.22;0.13
4101;6;6;482.67;0.13
4102;3;6;379.43;0.15
4102;3;3;669.36;0.2
4102;2;9;885.43;0.24
4102;8;7;709.06;0.01
4102;6;10;671.69;0.06
4103;8;10;155.72;0.02
4103;5;1;49.23;0.13
4103;8;9;260.45;0.21
4103;6;5;601.19;0.14
4104;10;10;789.47;0.11
4104;3;3;25.6;0.14
4104;2;3;699.05;0.21
4104;5;5;586.24;0.29
4104;6;1;623.43;0.25
4105;6;10;510.63;0.12
4105;7;5;568.36;0.14
4105;9;8;725.42;0.04
4105;9;2;27.33;0.19
4106;10;3;810.91;0.25
4106;3;4;119.73;0.21
4106;9;3;626.42;0.18
4106;7;10;601.94;0.28
4107;8;6;419.48;0.11
4107;2;6;283.38;0.17
4107;7;4;378.14;0.03
4107;3;3;332.05;0.2
4108;7;5;157.33;0.17
4108;1;10;81.96;0.21
4108;4;6;760.91;0.29
4108;4;1;233.46;0.03
4108;10;9;251.23;0.3
4109;6;9;619.94;0.02
4109;10;3;842.87;0.22
4109;8;3;596.31;0.17
4109;10;5;115.01;0.15
4110;6;5;643.14;0.12
4110;7;3;384.25;0.04
4110;3;10;489.21;0.22
4110;5;7;238.5;0.08
4111;7;1;491.97;0.15
4111;5;2;411.8;0.13
4111;3;2;859.56;0.08
4112;8;8;332.72;0.04
4112;5;10;545.21;0.08
4113;7;6;769.82;0.24
4113;9;10;758.26;0.06
4113;2;6;574.1;0.01
4113;2;8;519.7;0.24
4114;6;1;338.85;0.09
4115;2;6;866.27;0.02
4116;5;7;414.46;0.1
4116;6;9;59.28;0.05
4116;5;1;289.91;0.06
4117;2;1;565.19;0.02
4117;6;4;688.5;0.21
4117;8;9;271.37;0.09
4117;7;2;574.97;0.19
4117;9;6;427.11;0.09
4118;1;2;790.95;0.28
4118;3;3;533.23;0.19
4118;9;4;189.44;0.02
4118;6;7;213.35;0.15
4118;9;2;843.8;0.09
4119;8;2;502.35;0.28
4119;7;6;407.18;0.23
4119;7;2;591.16;0.08
4119;7;6;300.38;0.12
4119;7;2;430.99;0.23
4120;10;10;866.57;0.11
4120;4;8;694.67;0.21
4120;4;4;167.59;0.13
4120;3;8;98.27;0.18
4121;2;10;826.53;0.2
4121;3;4;764.1;0.15
4121;5;10;787.81;0.23
4121;6;2;229.0;0.09
4121;2;9;800.17;0.12
4122;8;5;337.43;0.11
4122;10;10;566.06;0.04
4122;9;8;460.76;0.11
4122;8;1;388.68;0.13
4122;2;5;549.11;0.0
4123;5;3;176.95;0.25
4123;4;6;336.51;0.18
4124;6;9;378.39;0.18
4124;7;1;601.6;0.22
4124;8;5;686.41;0.12
4124;5;9;667.27;0.18
4125;7;7;175.09;0.24
4125;5;2;444.6;0.16
4125;5;2;152.06;0.08
4125;1;8;148.34;0.15
4126;8;5;897.67;0.1
4127;3;9;475.52;0.12
4128;6;4;175.62;0.09
4128;1;2;715.64;0.17
4129;8;5;978.76;0.03
4129;9;9;920.28;0.09
4129;5;6;594.92;0.2
4130;1;2;872.71;0.18
4130;6;4;847.08;0.24
4130;7;5;416.61;0.14
4130;4;1;724.05;0.22
4131;1;10;691.84;0.15
4132;1;9;692.61;0.08
4132;2;5;616.04;0.18
4132;8;1;113.47;0.21
4132;3;8;16.48;0.06
4132;7;1;10.43;0.22
4133;7;3;112.76;0.1
4133;1;4;29.31;0.06
4133;10;3;461.37;0.2
4133;8;10;839.52;0.06
4134;9;4;839.82;0.14
4134;9;2;259.83;0.25
4134;9;8;293.64;0.23
4134;7;3;447.41;0.28
4135;5;4;226.67;0.13
4135;8;7;807.5;0.07
4135;1;10;891.09;0.25
4135;6;10;798.18;0.22
4136;7;5;426.92;0.16
4137;4;6;430.69;0.06
4137;10;3;226.61;0.27
4138;8;7;326.93;0.21
4139;5;4;565.81;0.09
4139;6;1;144.7;0.04
4139;3;1;594.21;0.25
4139;5;5;257.76;0.02
4139;2;10;324.49;0.23
4140;8;3;499.76;0.24
4140;2;3;133.28;0.0
4140;1;9;932.85;0.21
4140;10;7;658.89;0.26
4140;10;8;319.56;0.13
4141;5;5;679.29;0.12
4141;4;5;152.77;0.16
4141;3;2;413.28;0.17
4142;10;1;466.01;0.17
4143;4;2;790.11;0.3
4144;10;2;782.11;0.26
4144;4;3;351.18;0.18
4144;3;9;395.27;0.09
4145;8;10;257.7;0.09
4145;6;2;124.36;0.22
4145;5;5;317.57;0.04
4146;10;1;80.43;0.2
4146;5;8;466.6;0.29
4146;2;8;43.99;0.26
4146;5;4;811.19;0.13
4147;8;8;228.1;0.09
4147;1;5;879.0;0.1
4147;7;2;566.84;0.08
4147;7;3;743.79;0.0
4148;10;8;676.26;0.06
4148;2;8;756.28;0.23
4148;9;6;382.52;0.15
4148;2;5;47.35;0.22
4148;1;9;357.02;0.22
4149;8;8;170.57;0.02
4149;6;7;290.73;0.12
4150;1;3;970.64;0.28
4150;2;6;206.3;0.14
4150;3;5;903.44;0.22
4150;1;3;681.51;0.09
4150;5;10;754.05;0.05
4151;4;10;170.81;0.15
4152;5;5;794.95;0.01
4152;9;5;879.73;0.1
4153;1;3;697.37;0.26
4153;8;7;588.43;0.18
4153;8;1;513.03;0.16
4153;2;1;866.68;0.12
4154;8;9;587.25;0.03
4154;5;10;625.76;0.23
4154;3;6;859.17;0.25
4155;2;9;572.35;0.28
4155;7;1;717.2;0.18
4155;6;1;983.84;0.16
4156;10;4;356.61;0.29
4156;8;9;932.38;0.14
4156;8;4;625.47;0.21
4156;10;3;554.16;0.23
4156;10;9;447.76;0.18
4157;9;8;81.52;0.22
4158;2;4;120.26;0.09
4159;5;8;660.32;0.25
4159;9;5;121.65;0.24
4159;9;1;867.99;0.09
4160;3;6;656.84;0.25
4160;8;5;536.82;0.26
4160;7;3;266.88;0.28
4160;9;3;529.63;0.01
4160;3;7;66.12;0.15
4161;7;6;914.83;0.28
4161;1;8;59.52;0.23
4161;4;3;80.42;0.17
4161;10;8;430.96;0.11
4161;9;7;426.14;0.13
4162;2;10;23.34;0.23
4162;6;3;387.82;0.02
4162;5;10;468.48;0.25
4162;6;7;97.66;0.23
4163;7;5;916.21;0.29
4163;2;2;237.23;0.07
4163;7;1;494.27;0.21
4163;2;4;494.41;0.0
4164;2;10;878.95;0.24
4164;8;10;52.18;0.16
4164;9;9;512.16;0.04
4164;6;5;829.04;0.16
4165;9;6;958.99;0.27
4165;9;5;301.07;0.19
4166;2;2;864.54;0.19
4166;4;4;858.37;0.13
4166;2;5;62.32;0.21
4166;1;6;495.34;0.27
4166;4;7;582.56;0.24
4167;7;7;674.52;0.16
4167;1;4;27.33;0.12
4167;3;4;973.72;0.01
4167;4;2;260.4;0.15
4167;10;4;73.08;0.26
4168;8;5;991.59;0.22
4168;4;2;190.99;0.17
4168;1;9;624.6;0.23
4168;4;4;399.04;0.26
4169;2;3;619.68;0.13
4169;8;8;381.78;0.11
4169;4;4;185.07;0.01
4170;4;7;793.8;0.2
4170;2;3;318.67;0.18
4170;1;8;154.35;0.02
4170;3;7;872.33;0.14
4171;2;6;519.34;0.18
4171;9;9;307.41;0.25
4172;5;3;116.25;0.2
4172;10;7;106.78;0.02
4172;8;2;403.66;0.11
4173;9;7;606.1;0.04
4173;7;9;169.89;0.14
4173;4;9;58.14;0.0
4173;1;8;821.4;0.13
4173;7;5;743.1;0.04
4174;5;10;730.2;0.12
4174;8;9;748.19;0.03
4175;6;2;634.1;0.15
4175;8;1;625.65;0.19
4176;5;9;838.72;0.1
4176;7;2;174.59;0.17
4176;1;7;970.83;0.19
4177;10;3;61.05;0.18
4177;7;8;72.52;0.26
4177;10;8;349.83;0.03
4177;8;8;701.6;0.19
4178;2;8;33.44;0.13
4178;10;4;210.99;0.15
4178;6;1;769.61;0.06
4178;4;2;633.69;0.12
4179;6;1;651.52;0.09
4180;4;3;444.32;0.05
4180;4;3;469.53;0.15
4180;4;4;482.97;0.02
4181;5;6;536.84;0.03
4181;9;1;703.35;0.02
4181;3;2;985.15;0.23
4181;7;9;263.55;0.08
4182;5;3;725.85;0.0
4182;3;9;618.47;0.11
4183;2;9;937.23;0.12
4183;1;4;965.37;0.22
4183;10;1;402.76;0.23
4183;3;8;552.2;0.01
4184;1;9;607.41;0.2
4184;8;9;750.0;0.11
4184;8;2;388.68;0.22
4184;7;4;638.75;0.1
4185;10;2;307.7;0.1
4185;9;3;497.36;0.25
4186;9;9;198.5;0.19
4186;6;4;645.68;0.22
4186;6;2;193.95;0.21
4187;1;9;510.15;0.05
4188;8;9;736.49;0.11
4188;1;3;784.45;0.03
4188;8;4;597.72;0.01
4188;4;4;399.58;0.03
4189;9;8;896.03;0.29
4189;2;8;156.58;0.2
4189;3;1;481.37;0.24
4189;8;6;229.72;0.21
4190;1;6;94.26;0.1
4190;9;3;317.08;0.12
4190;7;3;235.67;0.02
4190;8;3;687.24;0.07
4191;3;5;399.61;0.26
4191;8;5;148.21;0.25
4191;10;2;829.96;0.01
4192;8;1;757.98;0.17
4192;3;2;966.29;0.19
4193;8;5;517.66;0.14
4193;3;7;387.99;0.02
4194;7;9;64.07;0.07
4194;4;5;714.62;0.29
4195;1;8;269.06;0.14
4195;6;10;567.01;0.08
4196;4;6;920.79;0.02
4196;10;5;366.12;0.26
4197;7;5;881.7;0.03
4197;8;3;949.61;0.15
4198;10;5;757.72;0.28
4198;1;3;729.17;0.17
4198;9;4;528.97;0.21
4198;10;1;654.78;0.16
4199;2;8;230.95;0.12
4199;7;9;368.9;0.16
4199;3;5;150.23;0.17
4199;4;9;999.63;0.05
4200;7;10;500.73;0.0
4200;3;8;116.32;0.25
4201;10;2;834.22;0.15
4201;8;3;897.29;0.08
4202;3;8;753.27;0.2
4202;8;8;389.74;0.23
4202;6;7;740.39;0.22
4203;10;10;791.29;0.07
4203;9;3;202.01;0.28
4203;3;5;189.94;0.01
4204;10;8;483.83;0.02
4204;7;6;23.48;0.09
4204;2;10;999.67;0.18
4204;3;5;978.72;0.21
4204;1;1;254.52;0.07
4205;10;3;491.94;0.25
4205;2;4;681.33;0.12
4205;1;6;704.94;0.18
4205;5;1;240.81;0.03
4206;4;10;720.64;0.07
4206;10;1;338.73;0.24
4207;9;9;39.46;0.1
4207;1;3;935.37;0.15
4207;2;6;162.38;0.15
4207;7;2;60.95;0.24
4208;7;7;405.51;0.08
4208;3;10;16.77;0.16
4208;9;10;118.09;0.06
4208;2;10;458.96;0.02
4208;3;1;441.06;0.14
4209;5;5;316.49;0.03
4209;9;7;44.32;0.28
4209;9;9;16.4;0.29
4210;8;6;932.83;0.09
4210;3;3;408.57;0.11
4210;4;2;945.02;0.02
4210;7;5;595.05;0.21
4210;5;7;347.29;0.08
4211;10;2;785.11;0.12
4212;9;6;246.1;0.1
4212;6;9;888.72;0.12
4212;7;1;371.52;0.22
4213;5;7;297.18;0.19
4213;1;6;103.91;0.13
4213;6;3;87.98;0.25
4213;10;1;904.75;0.21
4214;7;10;747.58;0.2
4214;8;6;88.73;0.17
4214;3;2;666.67;0.23
4215;10;1;459.11;0.03
4215;3;2;335.8;0.25
4215;4;7;974.35;0.23
4215;7;9;769.28;0.08
4215;10;9;575.58;0.04
4216;8;9;228.06;0.25
4216;3;10;247.44;0.13
4217;3;7;63.92;0.08
4217;5;8;57.19;0.09
4217;9;1;283.15;0.25
4217;4;5;609.38;0.05
4217;6;6;436.07;0.05
4218;7;4;419.38;0.19
4218;8;9;16.12;0.22
4218;9;5;421.05;0.27
4218;2;8;777.97;0.14
4218;5;8;103.61;0.03
4219;2;9;348.32;0.27
4219;1;10;398.94;0.22
4220;3;6;927.71;0.3
4220;10;10;717.93;0.13
4220;4;2;959.13;0.04
4220;1;6;838.82;0.01
4221;5;6;77.67;0.07
4221;2;1;655.35;0.05
4221;4;9;521.96;0.16
4221;10;1;210.92;0.28
4222;10;3;205.44;0.0
4222;3;4;486.07;0.14
4222;9;5;783.64;0.13
4223;4;5;545.98;0.02
4223;2;9;194.44;0.23
4223;4;3;769.73;0.02
4223;7;1;581.41;0.22
4223;9;5;436.07;0.13
4224;3;9;899.26;0.04
4224;3;2;116.66;0.2
4224;4;5;518.43;0.1
4225;7;4;387.62;0.25
4225;1;4;595.84;0.08
4226;2;6;45.41;0.27
4227;10;3;997.94;0.3
4227;4;5;310.94;0.02
4227;7;6;705.34;0.04
4227;2;3;762.91;0.28
4228;10;4;81.83;0.19
4228;6;8;502.11;0.23
4229;3;9;768.78;0.3
4229;8;6;710.41;0.21
4229;4;2;943.91;0.05
4229;9;1;26.55;0.22
4230;3;8;44.08;0.07
4230;4;8;256.67;0.13
4230;1;7;65.33;0.22
4231;4;8;116.27;0.23
