id_entrega;id_pedido;data_entrega;transportadora; custo_frete 
4930;5036;09/05/2024;ExpressA; 42.58 
4931;5037;27/06/2024;ExpressA; 46.58 
4932;5038;06/10/2024;ExpressA; 18.95 
4933;5039;26/03/2024;ExpressA; 17.05 
4934;5040;10/08/2024;SolidZ; 45.02 
4935;5041;23/11/2024;SolidZ; 23.82 
4936;5042;24/05/2024;SolidZ; 66.15 
4937;5044;22/11/2024;SolidZ; 9.36 
4938;5045;12/01/2024;SolidZ; 40.08 
4939;5046;17/06/2024;SolidZ; 22.57 
4940;5047;14/07/2024;SolidZ; 23.51 
4941;5048;20/08/2024;SolidZ; 27.01 
4942;5049;27/05/2024;SolidZ; 54.58 
4943;5050;27/12/2024;SolidZ; 6.49 
4944;5051;25/08/2024;SolidZ; 23.98 
4945;5052;15/01/2024;SolidZ; 26.23 
4946;5053;07/08/2024;SolidZ; 3.79 
4947;5054;16/09/2024;SolidZ; 27.89 
4948;5055;02/01/2024;SolidZ; 23.84 
4949;5056;30/07/2024;SolidZ; 4.27 
4950;5057;31/12/2024;SolidZ; 27.01 
4951;5058;15/08/2024;SolidZ; 54.58 
4952;5059;12/07/2024;SolidZ; 6.49 
4953;5060;16/07/2024;SolidZ; 23.98 
4954;5061;17/09/2024;SolidZ; 26.23 
4955;5062;29/02/2024;ExpressA; 3.79 
4956;5063;22/04/2024;ExpressA; 27.89 
4957;5064;02/08/2024;ExpressA; 27.01 
4958;5065;06/10/2024;ExpressA; 54.58 
4959;5066;03/09/2024;ExpressA; 6.49 
4960;5067;26/04/2024;ExpressA; 23.98 
4961;5068;29/03/2024;ExpressA; 26.23 
4962;5069;20/09/2024;ExpressA; 3.79 
4963;5070;29/10/2024;ExpressA; 27.01 
4964;5071;22/04/2024;ExpressA; 54.58 
4965;5072;14/06/2024;ExpressA; 6.49 
4966;5073;05/01/2024;ExpressA; 23.98 
4967;5074;30/04/2024;SolidZ; 26.23 
4968;5075;23/01/2024;SolidZ; 27.01 
4969;5076;22/08/2024;SolidZ; 54.58 
4970;5077;31/03/2024;SolidZ; 6.49 
4971;5078;14/09/2024;SolidZ; 23.98 
4972;5079;01/04/2024;SolidZ; 26.23 
4973;5080;05/06/2024;SolidZ; 27.01 
4974;5081;03/11/2024;SolidZ; 54.58 
4975;5082;27/04/2024;SolidZ; 6.49 
4976;5083;25/07/2024;SolidZ; 23.98 
4977;5084;23/03/2024;SolidZ; 26.23 
4978;5085;13/04/2024;SolidZ; 3.79 
4979;5086;23/03/2024;SolidZ; 27.89 
4980;5087;12/04/2024;SolidZ; 23.84 
4981;5088;29/08/2024;SolidZ; 4.27 
4982;5089;22/09/2024;SolidZ; 27.01 
4983;5090;05/02/2024;SolidZ; 54.58 
4984;5091;04/02/2024;SolidZ; 6.49 
4985;5092;07/09/2024;SolidZ; 23.98 
4986;5093;20/02/2024;SolidZ; 27.01 
4987;5095;01/09/2024;SolidZ; 54.58 
4988;5096;31/05/2024;ExpressA; 6.49 
4989;5097;28/05/2024;ExpressA; 23.98 
4990;5098;09/02/2024;ExpressA; 26.23 
4991;5099;10/07/2024;ExpressA; 27.01 
4992;5100;25/01/2024;ExpressA; 54.58 
4993;5101;02/09/2024;ExpressA; 6.49 
4994;5102;11/08/2024;ExpressA; 23.98 
4995;5103;20/08/2024;ExpressA; 26.23 
4996;5104;01/06/2024;ExpressA; 3.79 
4997;5105;16/10/2024;ExpressA; 27.01 
4998;5106;18/04/2024;ExpressA; 54.58 
4999;5107;05/02/2024;ExpressA; 6.49 
5000;5108;28/12/2024;SolidZ; 23.98 
5001;5109;22/04/2024;SolidZ; 27.01 
5002;5110;01/05/2024;SolidZ; 54.58 
5003;5111;19/01/2024;SolidZ; 6.49 
5004;5112;14/08/2024;SolidZ; 27.01 
5005;5113;13/01/2024;SolidZ; 54.58 
5006;5114;22/07/2024;SolidZ; 6.49 
5007;5115;23/07/2024;SolidZ; 23.98 
5008;5116;07/04/2024;SolidZ; 27.57 
5009;5117;27/04/2024;SolidZ; 5.51 
5010;5118;08/10/2024;SolidZ; 3.47 
5011;5119;17/12/2024;SolidZ; 40.43 
5012;5120;19/08/2024;SolidZ; 51.13 
5013;5121;22/04/2024;SolidZ; 3.63 
5014;5122;18/12/2024;SolidZ; 19.4 
5015;5123;15/01/2024;SolidZ; 27.01 
5016;5124;21/01/2024;SolidZ; 54.58 
5017;5125;08/05/2024;SolidZ; 6.49 
5018;5126;12/10/2024;SolidZ; 23.98 
5019;5127;03/05/2024;SolidZ; 26.23 
5020;5128;03/05/2024;SolidZ; 3.79 
5021;5129;04/02/2024;ExpressA; 27.89 
5022;5130;19/06/2024;ExpressA; 23.84 
5023;5131;20/03/2024;ExpressA; 4.27 
5024;5132;23/10/2024;ExpressA; 27.01 
5025;5133;27/11/2024;ExpressA; 54.58 
5026;5134;04/03/2024;ExpressA; 6.49 
5027;5135;29/09/2024;ExpressA; 23.98 
5028;5136;03/08/2024;ExpressA; 26.23 
5029;5137;10/07/2024;ExpressA; 3.79 
5030;5138;16/03/2024;ExpressA; 27.89 
5031;5139;25/06/2024;ExpressA; 27.01 
5032;5140;07/03/2024;ExpressA; 54.58 
5033;5141;04/04/2024;SolidZ; 6.49 
5034;5142;23/02/2024;SolidZ; 23.98 
5035;5143;06/04/2024;SolidZ; 26.23 
5036;5144;22/04/2024;SolidZ; 3.79 
5037;5145;18/08/2024;SolidZ; 27.01 
5038;5146;07/09/2024;SolidZ; 54.58 
5039;5147;30/07/2024;SolidZ; 6.49 
5040;5148;30/06/2024;SolidZ; 23.98 
5041;5149;25/09/2024;SolidZ; 26.23 
5042;5150;08/10/2024;SolidZ; 27.01 
5043;5151;06/06/2024;SolidZ; 54.58 
5044;5152;23/03/2024;SolidZ; 6.49 
5045;5153;06/07/2024;SolidZ; 23.98 
5046;5154;15/12/2024;SolidZ; 26.23 
5047;5155;21/05/2024;SolidZ; 27.01 
5048;5156;24/02/2024;SolidZ; 54.58 
5049;5157;21/01/2024;SolidZ; 6.49 
5050;5158;14/12/2024;SolidZ; 23.98 
5051;5159;14/12/2024;ExpressA; 26.23 
5052;5160;23/09/2024;ExpressA; 3.79 
5053;5161;23/05/2024;ExpressA; 27.89 
5054;5162;12/11/2024;ExpressA; 23.84 
5055;5163;15/06/2024;ExpressA; 4.27 
5056;5164;08/09/2024;ExpressA; 27.01 
5057;5165;21/08/2024;ExpressA; 54.58 
5058;5166;24/10/2024;ExpressA; 6.49 
5059;5167;31/12/2024;ExpressA; 23.98 
5060;5168;29/02/2024;ExpressA; 27.01 
5061;5169;24/01/2024;ExpressA; 54.58 
5062;5170;06/05/2024;ExpressA; 6.49 
5063;5171;15/04/2024;SolidZ; 23.98 
5064;5173;19/04/2024;SolidZ; 26.23 
5065;5174;29/02/2024;SolidZ; 27.01 
5066;5175;06/03/2024;SolidZ; 54.58 
5067;5176;01/03/2024;SolidZ; 6.49 
5068;5177;06/06/2024;SolidZ; 23.98 
5069;5178;18/03/2024;SolidZ; 26.23 
5070;5179;20/01/2024;SolidZ; 3.79 
5071;5180;11/07/2024;SolidZ; 27.01 
5072;5181;06/09/2024;SolidZ; 54.58 
5073;5182;27/12/2024;SolidZ; 6.49 
5074;5183;29/12/2024;SolidZ; 23.98 
5075;5184;22/03/2024;SolidZ; 27.01 
5076;5185;24/03/2024;SolidZ; 54.58 
5077;5186;22/06/2024;SolidZ; 6.49 
5078;5187;31/07/2024;SolidZ; 27.01 
5079;5188;31/05/2024;SolidZ; 54.58 
5080;5189;10/01/2024;SolidZ; 6.49 
5081;5190;01/02/2024;SolidZ; 23.98 
5082;5191;07/10/2024;SolidZ; 36.57 
5083;5192;27/02/2024;SolidZ; 413.56 
5084;5193;25/12/2024;SolidZ; 9.48 
5085;5194;08/05/2024;SolidZ; 24.08 
5086;5195;29/06/2024;SolidZ; 56.99 
5087;5196;22/08/2024;SolidZ; 26.41 
5088;5197;02/04/2024;ExpressA; 55.78 
5089;5198;10/01/2024;ExpressA; 36.73 
5090;5199;04/09/2024;ExpressA; 2.62 
5091;5200;29/11/2024;ExpressA; 44.69 
5092;5201;14/07/2024;ExpressA; 39.64 
5093;5203;11/02/2024;ExpressA; 209.74 
5094;5204;11/09/2024;ExpressA; 15.56 
5095;5205;28/03/2024;ExpressA; 43.91 
5096;5206;28/09/2024;ExpressA; 33.14 
5097;5207;20/03/2024;ExpressA; 26.26 
5098;5208;01/08/2024;ExpressA; 332.55 
5099;5209;02/11/2024;ExpressA; 15.36 
5100;5210;11/09/2024;ExpressA; 21.92 
5101;5211;02/04/2024;ExpressA; 44.65 
5102;5212;12/07/2024;ExpressA; 44.35 
5103;5213;12/09/2024;ExpressA; 21.98 
5104;5214;04/10/2024;ExpressA; 2.61 
5105;5215;24/05/2024;ExpressA; 21.69 
5106;5216;01/09/2024;ExpressA; 39.78 
5107;5217;02/08/2024;ExpressA; 17.66 
5108;5218;13/07/2024;ExpressA; 499.82 
5109;5219;28/09/2024;ExpressA; 10.17 
5110;5220;25/11/2024;SolidZ; 0.89 
5111;5221;22/01/2024;SolidZ; 11.89 
5112;5222;09/02/2024;SolidZ; 39.96 
5113;5223;09/04/2024;SolidZ; 76.85 
5114;5224;05/01/2024;SolidZ; 24.21 
5115;5225;05/02/2024;SolidZ; 21.25 
5116;5226;25/10/2024;SolidZ; 40.14 
5117;5227;15/06/2024;SolidZ; 2.88 
5118;5228;28/01/2024;SolidZ; 331.08 
5119;5229;24/06/2024;SolidZ; 18.06 
5120;5230;02/12/2024;SolidZ; 46.34 
5121;5231;24/04/2024;SolidZ; 51.02 
5122;5232;05/04/2024;SolidZ; 18.25 
5123;5233;17/11/2024;SolidZ; 496.48 
5124;5234;20/08/2024;SolidZ; 3.07 
5125;5235;15/05/2024;SolidZ; 39.54 
5126;5236;04/05/2024;SolidZ; 26.37 
5127;5237;19/12/2024;SolidZ; 19.75 
5128;5238;18/11/2024;SolidZ; 89.22 
5129;5239;20/12/2024;SolidZ; 25.99 
5130;5240;26/04/2024;SolidZ; 4.69 
5131;5241;16/01/2024;ExpressA; 37.22 
5132;5242;15/11/2024;ExpressA; 11.21 
5133;5243;15/06/2024;ExpressA; 363.81 
5134;5244;27/07/2024;ExpressA; 30.56 
5135;5245;28/03/2024;ExpressA; 37.45 
5136;5246;04/09/2024;ExpressA; 45.13 
5137;5247;27/02/2024;ExpressA; 9.21 
5138;5248;21/06/2024;ExpressA; 5.33 
5139;5249;23/05/2024;ExpressA; 18.61 
5140;5250;11/05/2024;ExpressA; 45.99 
5141;5251;21/07/2024;ExpressA; 34.93 
5142;5252;16/10/2024;ExpressA; 32.86 
5143;5253;07/11/2024;ExpressA; 440.39 
5144;5254;22/12/2024;ExpressA; 45.35 
5145;5255;12/12/2024;ExpressA; 26.69 
5146;5256;28/06/2024;ExpressA; 32.73 
5147;5257;01/02/2024;ExpressA; 38.36 
5148;5258;02/11/2024;ExpressA; 404.71 
5149;5259;03/11/2024;ExpressA; 35.09 
5150;5260;06/02/2024;ExpressA; 30.42 
5151;5261;21/04/2024;ExpressA; 37.26 
5152;5262;11/11/2024;ExpressA; 16.62 
5153;5263;27/05/2024;SolidZ; 421.25 
5154;5264;03/10/2024;SolidZ; 31.08 
5155;5265;28/05/2024;SolidZ; 11.56 
5156;5266;16/06/2024;SolidZ; 14.85 
5157;5267;15/09/2024;SolidZ; 38.83 
5158;5268;02/10/2024;SolidZ; 314.73 
5159;5269;30/03/2024;SolidZ; 20.24 
5160;5270;02/06/2024;SolidZ; 9.76 
5161;5271;13/10/2024;SolidZ; 36.85 
5162;5272;11/11/2024;SolidZ; 8.66 
5163;5273;17/11/2024;SolidZ; 237.73 
5164;5274;07/04/2024;SolidZ; 34.04 
5165;5275;31/07/2024;SolidZ; 28.49 
5166;5276;18/02/2024;SolidZ; 55.37 
5167;5277;16/11/2024;SolidZ; 2.22 
5168;5278;30/09/2024;SolidZ; 143.5 
5169;5279;14/07/2024;SolidZ; 3.33 
5170;5280;09/09/2024;SolidZ; 10.13 
5171;5281;12/10/2024;SolidZ; 7.96 
5172;5282;18/09/2024;SolidZ; 33.09 
5173;5283;20/09/2024;SolidZ; 187.84 
5174;5284;01/02/2024;ExpressA; 46.29 
5175;5285;17/04/2024;ExpressA; 1.66 
5176;5286;15/12/2024;ExpressA; 39.38 
5177;5287;09/11/2024;ExpressA; 43.69 
5178;5288;18/06/2024;ExpressA; 92.04 
5179;5289;26/08/2024;ExpressA; 22.4 
5180;5290;30/09/2024;ExpressA; 35.24 
5181;5291;10/12/2024;ExpressA; 38.21 
5182;5292;18/08/2024;ExpressA; 25.67 
5183;5293;26/01/2024;ExpressA; 166.74 
5184;5294;12/06/2024;ExpressA; 36.55 
5185;5295;09/10/2024;ExpressA; 32.84 
5186;5296;08/01/2024;SolidZ; 10.27 
5187;5297;31/07/2024;ExpressA; 43.4 
5188;5298;09/09/2024;ExpressA; 280.06 
5189;5299;14/05/2024;ExpressA; 26.51 
5190;5300;01/10/2024;ExpressA; 42.49 
5191;5301;18/04/2024;ExpressA; 38.64 
5192;5302;19/08/2024;ExpressA; 3.77 
5193;5303;04/02/2024;ExpressA; 255.76 
5194;5304;20/03/2024;ExpressA; 39.14 
5195;5305;07/02/2024;ExpressA; 35.15 
5196;5306;19/04/2024;ExpressA; 58.26 
5197;5307;18/11/2024;ExpressA; 1.56 
5198;5308;04/03/2024;ExpressA; 134.3 
5199;5309;26/11/2024;SolidZ; 27.68 
5200;5311;26/06/2024;SolidZ; 14.08 
5201;5312;31/12/2024;SolidZ; 49.71 
5202;5313;20/08/2024;SolidZ; 7.77 
5203;5314;16/04/2024;SolidZ; 5.42 
5204;5315;20/10/2024;SolidZ; 47.64 
5205;5316;06/02/2024;SolidZ; 19.88 
5206;5317;13/07/2024;ExpressA; 57.47 
5207;5318;25/06/2024;ExpressA; 12.83 
5208;5319;11/04/2024;ExpressA; 36.41 
5209;5320;21/11/2024;ExpressA; 38.74 
5210;5321;20/10/2024;ExpressA; 41.87 
5211;5322;28/03/2024;ExpressA; 29.83 
5212;5323;19/07/2024;ExpressA; 3.74 
5213;5324;23/06/2024;ExpressA; 328.8 
5214;5325;30/01/2024;ExpressA; 9.52 
5215;5326;26/10/2024;ExpressA; 42.54 
5216;5327;25/02/2024;ExpressA; 16.88 
5217;5328;18/01/2024;ExpressA; 38.22 
5218;5329;20/05/2024;SolidZ; 216.33 
5219;5330;09/03/2024;SolidZ; 30.03 
5220;5331;26/05/2024;SolidZ; 39.58 
5221;5332;08/06/2024;SolidZ; 3,00 
5222;5333;10/03/2024;SolidZ; 37.03 
5223;5334;26/01/2024;SolidZ; 73.63 
5224;5335;08/07/2024;SolidZ; 18.24 
5225;5336;06/09/2024;SolidZ; 23.9 
5226;5337;05/11/2024;SolidZ; 53.79 
5227;5338;27/05/2024;SolidZ; 1.45 
5228;5339;31/10/2024;SolidZ; 281.81 
5229;5340;27/06/2024;SolidZ; 32.3 
5230;5341;14/07/2024;SolidZ; 16.17 
5231;5342;16/01/2024;SolidZ; 17.85 
5232;5343;29/12/2024;SolidZ; 22.3 
5233;5344;16/06/2024;SolidZ; 97.62 
5234;5345;30/05/2024;ExpressA; 23.67 
5235;5346;09/12/2024;ExpressA; 38.37 
5236;5347;14/02/2024;ExpressA; 50.82 
5237;5348;24/06/2024;ExpressA; 17.61 
5238;5349;16/06/2024;ExpressA; 310.56 
5239;5350;18/07/2024;ExpressA; 0.5 
5240;5351;24/07/2024;ExpressA; 27.74 
5241;5352;24/03/2024;ExpressA; 58.53 
5242;5353;09/03/2024;ExpressA; 14.36 
5243;5354;09/04/2024;ExpressA; 299.41 
5244;5355;15/06/2024;ExpressA; 38.23 
5245;5356;19/03/2024;ExpressA; 30.64 
5246;5357;25/08/2024;SolidZ; 25.46 
5247;5358;17/07/2024;SolidZ; 7.25 
5248;5359;17/10/2024;SolidZ; 234.53 
5249;5360;17/05/2024;SolidZ; 15.09 
5250;5361;04/11/2024;SolidZ; 34.95 
5251;5362;25/10/2024;SolidZ; 26.85 
5252;5363;05/02/2024;SolidZ; 38.31 
5253;5364;06/09/2024;SolidZ; 100.7 
5254;5365;11/09/2024;SolidZ; 21.18 
5255;5366;04/08/2024;SolidZ; 28.1 
5256;5367;08/09/2024;SolidZ; 8.09 
5257;5368;12/03/2024;SolidZ; 26.64 
5258;5369;22/08/2024;SolidZ; 149.01 
5259;5370;27/11/2024;SolidZ; 11.86 
5260;5371;16/01/2024;SolidZ; 7.52 
5261;5372;24/06/2024;SolidZ; 21.38 
5262;5373;06/07/2024;SolidZ; 41.84 
5263;5374;23/10/2024;SolidZ; 20.35 
5264;5375;12/08/2024;SolidZ; 42.68 
5265;5376;02/10/2024;SolidZ; 20.17 
5266;5377;13/01/2024;SolidZ; 33.96 
5267;5378;08/11/2024;SolidZ; 23.3 
5268;5379;06/08/2024;SolidZ; 463.24 
5269;5380;03/01/2024;SolidZ; 38.62 
5270;5381;21/04/2024;SolidZ; 49.25 
5271;5382;06/10/2024;SolidZ; 47.79 
5272;5383;08/05/2024;SolidZ; 13.63 
5273;5384;04/04/2024;SolidZ; 481.63 
5274;5385;09/02/2024;SolidZ; 49.19 
5275;5386;14/11/2024;SolidZ; 6.59 
5276;5387;07/06/2024;SolidZ; 54.12 
5277;5389;20/12/2024;SolidZ; 41.52 
5278;5390;13/09/2024;SolidZ; 458.29 
5279;5391;29/08/2024;SolidZ; 44.62 
5280;5392;13/04/2024;SolidZ; 44.32 
5281;5393;02/01/2025;SolidZ; 7.59 
5282;5394;30/01/2024;SolidZ; 6.84 
5283;5395;01/04/2024;SolidZ; 63.3 
5284;5396;20/02/2024;SolidZ; 5.01 
5285;5397;31/12/2024;SolidZ; 17.99 
5286;5398;27/05/2024;ExpressA; 41.23 
5287;5399;12/11/2024;ExpressA; 16.25 
5288;5400;05/02/2024;ExpressA; 361.55 
5289;5401;12/10/2024;ExpressA; 41.1 
5290;5402;11/04/2024;ExpressA; 33.48 
5291;5403;19/04/2024;ExpressA; 28.23 
5292;5404;10/12/2024;ExpressA; 13.62 
5293;5405;19/10/2024;ExpressA; 66.58 
5294;5406;15/12/2024;ExpressA; 24.94 
5295;5407;17/04/2024;ExpressA; 36.12 
5296;5408;08/08/2024;ExpressA; 33.17 
5297;5409;18/03/2024;ExpressA; 32.59 
5298;5410;15/08/2024;ExpressA; 170.93 
5299;5411;27/03/2024;ExpressA; 3.81 
5300;5412;16/03/2024;ExpressA; 38.67 
5301;5413;07/09/2024;ExpressA; 13.65 
5302;5414;12/09/2024;ExpressA; 27.91 
5303;5415;22/02/2024;ExpressA; 403.13 
5304;5416;21/12/2024;ExpressA; 7.39 
5305;5417;30/07/2024;ExpressA; 30.13 
5306;5418;07/06/2024;ExpressA; 41.55 
5307;5419;26/11/2024;ExpressA; 33.71 
5308;5420;20/08/2024;ExpressA; 78.1 
5309;5422;12/08/2024;ExpressA; 5.16 
5310;5423;01/05/2024;SolidZ; 26.22 
5311;5424;08/11/2024;SolidZ; 26.94 
5312;5425;22/11/2024;SolidZ; 10.33 
5313;5426;08/12/2024;SolidZ; 154.46 
5314;5427;24/12/2024;SolidZ; 8.64 
5315;5428;19/04/2024;SolidZ; 21.57 
5316;5429;28/08/2024;ExpressA; 2.71 
5317;5430;30/01/2024;ExpressA; 40.05 
5318;5431;11/07/2024;ExpressA; 85.93 
5319;5432;08/09/2024;ExpressA; 44.36 
5320;5433;29/12/2024;ExpressA; 43.25 
5321;5434;02/08/2024;ExpressA; 27.43 
5322;5435;22/01/2024;ExpressA; 22.62 
5323;5436;06/06/2024;ExpressA; 154.45 
5324;5437;27/01/2024;ExpressA; 49.85 
5325;5438;19/03/2024;ExpressA; 33.7 
5326;5439;02/11/2024;ExpressA; 57.14 
5327;5440;29/02/2024;ExpressA; 18.93 
5328;5441;28/04/2024;SolidZ; 442.09 
5329;5442;15/06/2024;SolidZ; 22.69 
5330;5443;05/03/2024;SolidZ; 43.41 
5331;5444;20/02/2024;SolidZ; 8.38 
5332;5445;29/05/2024;SolidZ; 28.82 
5333;5446;08/06/2024;SolidZ; 340.96 
5334;5447;05/06/2024;SolidZ; 32.98 
5335;5448;02/06/2024;SolidZ; 22.63 
5336;5449;12/08/2024;SolidZ; 41.22 
5337;5450;18/09/2024;SolidZ; 11.12 
5338;5451;13/09/2024;SolidZ; 299.95 
5339;5452;04/03/2024;SolidZ; 27.93 
5340;5453;17/12/2024;SolidZ; 16.26 
5341;5454;18/09/2024;SolidZ; 46.86 
5342;5455;17/11/2024;SolidZ; 4.05 
5343;5456;13/06/2024;ExpressA; 89.86 
5344;5457;14/12/2024;ExpressA; 23.82 
5345;5458;02/02/2024;ExpressA; 44.64 
5346;5459;12/03/2024;ExpressA; 34.76 
5347;5460;05/01/2024;ExpressA; 37.96 
5348;5461;19/02/2024;ExpressA; 261.2 
5349;5462;16/05/2024;ExpressA; 39.38 
5350;5463;26/05/2024;ExpressA; 16.63 
5351;5464;30/06/2024;ExpressA; 49.02 
5352;5465;20/09/2024;ExpressA; 18.35 
5353;5466;08/11/2024;ExpressA; 281.62 
5354;5467;23/07/2024;ExpressA; 9.21 
5355;5468;28/10/2024;SolidZ; 46.06 
5356;5469;05/07/2024;SolidZ; 42.27 
5357;5470;01/02/2024;SolidZ; 38.71 
5358;5471;29/02/2024;SolidZ; 107.89 
5359;5472;12/01/2024;SolidZ; 3.85 
5360;5473;19/11/2024;SolidZ; 17.19 
5361;5474;17/06/2024;SolidZ; 31.29 
5362;5475;03/12/2024;SolidZ; 36.2 
5363;5476;08/10/2024;SolidZ; 201.88 
5364;5477;09/07/2024;SolidZ; 13.86 
5365;5478;31/08/2024;SolidZ; 18.94 
5366;5479;05/10/2024;SolidZ; 42.39 
5367;5480;05/06/2024;SolidZ; 15.43 
5368;5481;08/06/2024;SolidZ; 489.69 
5369;5482;23/09/2024;SolidZ; 9.16 
5370;5483;23/08/2024;ExpressA; 37.78 
5371;5484;14/12/2024;ExpressA; 35.6 
5372;5485;17/07/2024;ExpressA; 10.83 
5373;5486;04/02/2024;ExpressA; 378.04 
5374;5487;30/03/2024;ExpressA; 22.65 
5375;5488;07/04/2024;ExpressA; 34.28 
5376;5489;08/08/2024;ExpressA; 39.94 
5377;5490;11/03/2024;ExpressA; 5.38 
5378;5491;21/10/2024;ExpressA; 420.79 
5379;5492;27/08/2024;ExpressA; 34.23 
5380;5493;08/06/2024;ExpressA; 39.14 
5381;5494;17/11/2024;ExpressA; 27.2 
5382;5495;24/11/2024;SolidZ; 9.14 
5383;5496;05/10/2024;SolidZ; 166.48 
5384;5497;16/10/2024;SolidZ; 45.12 
5385;5498;13/02/2024;SolidZ; 46.93 
5386;5499;07/03/2024;SolidZ; 29.22 
5387;5500;24/01/2024;SolidZ; 13.76 
5388;5501;30/11/2024;SolidZ; 366.5 
5389;5502;12/03/2024;SolidZ; 38.42 
5390;5503;18/09/2024;SolidZ; 40.87 
5391;5504;05/09/2024;SolidZ; 2.45 
5392;5505;18/11/2024;ExpressA; 0.88 
5393;5506;24/08/2024;ExpressA; 181.79 
5394;5507;29/09/2024;ExpressA; 8.05 
5395;5508;11/04/2024;ExpressA; 40.35 
5396;5509;24/11/2024;ExpressA; 32.25 
5397;5510;06/02/2024;ExpressA; 37.22 
5398;5511;05/12/2024;ExpressA; 92.57 
5399;5512;22/06/2024;ExpressA; 31.55 
5400;5513;19/04/2024;ExpressA; 29.22 
5401;5514;23/10/2024;ExpressA; 20.82 
5402;5515;11/01/2024;ExpressA; 23.49 
5403;5516;23/07/2024;ExpressA; 296.57 
5404;5517;13/09/2024;SolidZ; 44.53 
5405;5518;20/09/2024;SolidZ; 3.25 
5406;5519;30/06/2024;SolidZ; 49.51 
5407;5520;09/03/2024;SolidZ; 44.12 
5408;5521;20/10/2024;SolidZ; 367.23 
5409;5522;11/06/2024;SolidZ; 37,00 
5410;5523;08/03/2024;SolidZ; 11.29 
5411;5524;12/04/2024;SolidZ; 31.67 
5412;5525;17/03/2024;SolidZ; 31.9 
5413;5526;06/02/2024;SolidZ; 303.13 
5414;5527;15/02/2024;SolidZ; 19.56 
5415;5528;01/06/2024;SolidZ; 47.04 
5416;5529;08/03/2024;SolidZ; 31.13 
5417;5530;12/09/2024;ExpressA; 43.66 
5418;5531;18/01/2024;ExpressA; 284.12 
5419;5532;20/09/2024;ExpressA; 27.01 
5420;5533;31/07/2024;ExpressA; 54.58 
5421;5534;10/11/2024;ExpressA; 6.49 
5422;5535;13/09/2024;ExpressA; 23.98 
5423;5536;06/08/2024;ExpressA; 26.23 
5424;5537;16/12/2024;ExpressA; 3.79 
5425;5538;14/10/2024;ExpressA; 27.89 
5426;5539;08/01/2024;ExpressA; 23.84 
5427;5540;20/07/2024;ExpressA; 4.27 
5428;5541;31/03/2024;ExpressA; 27.01 
5429;5542;28/05/2024;SolidZ; 54.58 
5430;5543;30/05/2024;SolidZ; 6.49 
5431;5544;24/02/2024;SolidZ; 23.98 
5432;5545;30/08/2024;SolidZ; 26.23 
5433;5546;08/08/2024;SolidZ; 3.79 
5434;5547;07/01/2024;SolidZ; 27.89 
5435;5548;21/04/2024;SolidZ; 27.01 
5436;5549;16/12/2024;SolidZ; 54.58 
5437;5550;08/03/2024;SolidZ; 6.49 
5438;5551;11/01/2024;SolidZ; 23.98 
5439;5552;23/07/2024;SolidZ; 26.23 
5440;5553;08/10/2024;SolidZ; 3.79 
5441;5555;10/03/2024;SolidZ; 27.01 
5442;5556;04/09/2024;SolidZ; 54.58 
5443;5557;22/12/2024;SolidZ; 6.49 
5444;5558;22/11/2024;SolidZ; 23.98 
5445;5559;21/02/2024;SolidZ; 26.23 
5446;5560;18/01/2024;SolidZ; 27.01 
5447;5561;14/01/2024;SolidZ; 54.58 
5448;5562;04/11/2024;SolidZ; 6.49 
5449;5563;03/11/2024;SolidZ; 23.98 
5450;5564;04/05/2024;SolidZ; 26.23 
5451;5565;15/08/2024;ExpressA; 27.01 
5452;5566;31/08/2024;ExpressA; 54.58 
5453;5567;15/11/2024;ExpressA; 6.49 
5454;5568;28/11/2024;ExpressA; 23.98 
5455;5569;14/12/2024;ExpressA; 26.23 
5456;5570;29/01/2024;ExpressA; 3.79 
5457;5571;25/12/2024;ExpressA; 27.89 
5458;5572;23/12/2024;ExpressA; 23.84 
5459;5573;03/01/2025;ExpressA; 4.27 
5460;5574;30/12/2024;ExpressA; 27.01 
5461;5575;13/10/2024;ExpressA; 54.58 
5462;5576;29/02/2024;ExpressA; 6.49 
5463;5577;25/05/2024;SolidZ; 23.98 
5464;5578;21/11/2024;SolidZ; 27.01 
5465;5579;19/12/2024;SolidZ; 54.58 
5466;5580;27/10/2024;SolidZ; 6.49 
5467;5581;16/08/2024;SolidZ; 23.98 
5468;5582;12/06/2024;SolidZ; 26.23 
5469;5583;26/03/2024;SolidZ; 27.01 
5470;5584;09/11/2024;SolidZ; 54.58 
5471;5585;29/04/2024;SolidZ; 6.49 
5472;5586;15/11/2024;SolidZ; 23.98 
5473;5587;24/07/2024;SolidZ; 26.23 
5474;5588;21/12/2024;SolidZ; 3.79 
5475;5589;23/10/2024;SolidZ; 27.01 
5476;5590;24/05/2024;SolidZ; 54.58 
5477;5591;29/01/2024;SolidZ; 6.49 
5478;5592;18/01/2024;SolidZ; 23.98 
5479;5593;06/03/2024;SolidZ; 27.01 
5480;5594;23/09/2024;SolidZ; 54.58 
5481;5595;06/03/2024;SolidZ; 6.49 
5482;5596;09/02/2024;SolidZ; 27.01 
5483;5597;12/05/2024;SolidZ; 54.58 
5484;5598;24/04/2024;SolidZ; 6.49 
5485;5599;16/02/2024;SolidZ; 23.98 
5486;5600;04/08/2024;SolidZ; 33.98 
5487;5601;31/03/2024;SolidZ; 19.42 
